0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.04963630437850952,0.575843870639801,0.15380367636680603,0.5087536573410034,0.23061242699623108,0.40250861644744873,0.27800020575523376,0.3256126642227173,0.26796409487724304,0.253034770488739,0.1514281928539276,0.2794799208641052,0.18174496293067932,0.15197959542274475,0.22067168354988098,0.0867089033126831,0.23551049828529358,0.024952024221420288,0.12255004048347473,0.2716134786605835,0.20301386713981628,0.16720718145370483,0.24220117926597595,0.19823163747787476,0.25147655606269836,0.22979819774627686,0.08960482478141785,0.2703210711479187,0.15515640377998352,0.1333092451095581,0.193241149187088,0.057983577251434326,0.20400336384773254,0.0,0.05486565828323364,0.2829962372779846,0.04801669716835022,0.1760801374912262,0.031001538038253784,0.10945197939872742,0.0,0.05777081847190857
0.045167475938797,0.5365287661552429,0.12634870409965515,0.5159474015235901,0.18656709790229797,0.42733949422836304,0.20175549387931824,0.34558069705963135,0.19213935732841492,0.2720431089401245,0.22672995924949646,0.3046634793281555,0.2890418469905853,0.1994612216949463,0.31932732462882996,0.13098105788230896,0.3419749438762665,0.07121846079826355,0.16456732153892517,0.2802123427391052,0.17061999440193176,0.16881942749023438,0.1542980968952179,0.22028356790542603,0.14411398768424988,0.28963184356689453,0.09700122475624084,0.2701396942138672,0.09743544459342957,0.15171492099761963,0.10244885087013245,0.07192075252532959,0.10930261015892029,0.0,0.03635653853416443,0.2866005301475525,0.019887596368789673,0.2060055434703827,0.010757803916931152,0.15195736289024353,0.0,0.09566795825958252
0.26302117109298706,0.5476332604885101,0.215824693441391,0.5164763629436493,0.19026243686676025,0.42382386326789856,0.20523077249526978,0.3399374783039093,0.23908904194831848,0.2472117841243744,0.1027941107749939,0.28624871373176575,0.05913585424423218,0.17740324139595032,0.02215278148651123,0.1068786084651947,0.0,0.03590190410614014,0.17188483476638794,0.27208420634269714,0.1852799952030182,0.1498398780822754,0.22429123520851135,0.20056483149528503,0.2600961923599243,0.2604272663593292,0.23873087763786316,0.2702384889125824,0.25195467472076416,0.14133521914482117,0.27492856979370117,0.06888625025749207,0.2862224578857422,0.0,0.2982925772666931,0.2827472388744354,0.30164748430252075,0.18481120467185974,0.3110169768333435,0.12073817849159241,0.31089848279953003,0.05500784516334534
0.058756470680236816,0.6238420307636261,0.14015072584152222,0.5916633903980255,0.18513274192810059,0.48441359400749207,0.1771818995475769,0.3849733769893646,0.13043910264968872,0.28802987933158875,0.2598821520805359,0.32799068093299866,0.3200424313545227,0.2170076072216034,0.351085364818573,0.1361466348171234,0.37653112411499023,0.07345664501190186,0.17223411798477173,0.30990275740623474,0.15969789028167725,0.1759701669216156,0.1182715892791748,0.23357859253883362,0.10673373937606812,0.3041127622127533,0.09177708625793457,0.3030957281589508,0.07828056812286377,0.17274212837219238,0.07079648971557617,0.0816953182220459,0.06911548972129822,0.0,0.030345261096954346,0.32739970088005066,0.015982598066329956,0.23700398206710815,0.006899118423461914,0.17988455295562744,0.0,0.12503576278686523
0.05016297101974487,0.5532013475894928,0.14247488975524902,0.5216905772686005,0.22089999914169312,0.415422648191452,0.2547985911369324,0.32903918623924255,0.23038887977600098,0.2649126946926117,0.2190462350845337,0.3167736828327179,0.2769031524658203,0.227402001619339,0.30967456102371216,0.16597700119018555,0.3339744210243225,0.10801312327384949,0.16762197017669678,0.28850170969963074,0.20056098699569702,0.1669139862060547,0.20688188076019287,0.19441470503807068,0.20541507005691528,0.24365535378456116,0.11056149005889893,0.27453264594078064,0.12195587158203125,0.15465834736824036,0.13424032926559448,0.07145527005195618,0.14210861921310425,0.0,0.056489378213882446,0.28385129570961,0.039796292781829834,0.2088649570941925,0.020380496978759766,0.15802767872810364,0.0,0.10569936037063599
0.06913948059082031,0.6052649021148682,0.18275344371795654,0.5577970743179321,0.2620968222618103,0.46211981773376465,0.2918053865432739,0.38426148891448975,0.2661246061325073,0.31109219789505005,0.22837096452713013,0.3355138897895813,0.3087356686592102,0.23300296068191528,0.35663169622421265,0.16914433240890503,0.381006121635437,0.1029512882232666,0.17768478393554688,0.33651202917099,0.2330380082130432,0.18440544605255127,0.2429039478302002,0.2610284686088562,0.2392091155052185,0.33402538299560547,0.11463475227355957,0.3241797089576721,0.15337109565734863,0.15556758642196655,0.1617981195449829,0.0712611973285675,0.15182584524154663,0.0,0.05162063241004944,0.31899040937423706,0.04586666822433472,0.21377751231193542,0.030207157135009766,0.1490846872329712,0.0,0.09514191746711731
0.04882672429084778,0.5098294019699097,0.12451246380805969,0.49341338872909546,0.19901379942893982,0.39606863260269165,0.23330184817314148,0.3236481547355652,0.21523335576057434,0.2643325924873352,0.21145662665367126,0.2859553098678589,0.26685407757759094,0.19358491897583008,0.29781726002693176,0.13526016473770142,0.3178243339061737,0.08279123902320862,0.15741190314292908,0.2614635229110718,0.19756075739860535,0.1615925431251526,0.20373347401618958,0.22336286306381226,0.2044902741909027,0.2915881872177124,0.09914448857307434,0.2505541443824768,0.11029693484306335,0.14129984378814697,0.1205889880657196,0.06718477606773376,0.1271950900554657,0.0,0.0454401969909668,0.2635638117790222,0.030550390481948853,0.19441509246826172,0.01569315791130066,0.14652574062347412,0.0,0.09325513243675232
0.04793250560760498,0.5958685874938965,0.12264078855514526,0.5697996616363525,0.15559011697769165,0.4683959484100342,0.13989776372909546,0.37290310859680176,0.11121296882629395,0.27808910608291626,0.20978474617004395,0.3221597671508789,0.27973777055740356,0.2142927050590515,0.3114049434661865,0.14384514093399048,0.3352656960487366,0.070688396692276,0.143707275390625,0.3044801354408264,0.1423240303993225,0.1684020459651947,0.10739189386367798,0.21780407428741455,0.09117770195007324,0.26971983909606934,0.07626122236251831,0.3015328049659729,0.08055782318115234,0.15582364797592163,0.05431705713272095,0.07444024085998535,0.03351116180419922,0.0,0.019372552633285522,0.3159034848213196,0.013981610536575317,0.2235695719718933,0.006700783967971802,0.1643517017364502,0.0,0.11074340343475342
0.04407438635826111,0.4735073149204254,0.09838435053825378,0.45403727889060974,0.11575320363044739,0.38027235865592957,0.10314914584159851,0.3122226893901825,0.07411453127861023,0.23085400462150574,0.17966237664222717,0.2571750581264496,0.22654977440834045,0.1701563596725464,0.25093409419059753,0.11100497841835022,0.2692846953868866,0.0547737181186676,0.11894789338111877,0.25418856739997864,0.10698637366294861,0.14714035391807556,0.07361194491386414,0.1948961615562439,0.06272825598716736,0.23518458008766174,0.0580575168132782,0.2480776011943817,0.05218881368637085,0.13916388154029846,0.035239994525909424,0.07102930545806885,0.023406922817230225,0.0,0.011540889739990234,0.25071588158607483,0.003444075584411621,0.1835595667362213,0.0004977285861968994,0.13506177067756653,0.0,0.09822681546211243
0.05259457230567932,0.5709211826324463,0.13787531852722168,0.5556195378303528,0.22863918542861938,0.4519968628883362,0.27952390909194946,0.3633159399032593,0.24535810947418213,0.2922704815864563,0.22510004043579102,0.33299481868743896,0.2799462676048279,0.2269027829170227,0.3183917999267578,0.15493017435073853,0.3450208306312561,0.09423890709877014,0.17311996221542358,0.3058709502220154,0.2080143690109253,0.18630826473236084,0.2176031470298767,0.21302425861358643,0.21893465518951416,0.2598584294319153,0.11667001247406006,0.2916451692581177,0.13078850507736206,0.16639864444732666,0.1454957127571106,0.07635995745658875,0.1552267074584961,0.0,0.0616970956325531,0.30212199687957764,0.03965026140213013,0.21939563751220703,0.01983824372291565,0.16022062301635742,0.0,0.10197526216506958
